640,GTI2010,BMG2108U1036,583,PROGEN HOLDINGS LTD,31-Dec-08,19,-3,16
674,GTI2009,BMG2108U1036,583,PROGEN HOLDINGS LTD,31-Dec-07,17,-11,6
91,GTI2013,BMG2108U1036,584,OAKWELL ENGINEERING LIMITED,31-Dec-12,51,0,51
565,GTI2012,BMG210A21029,584,OAKWELL ENGINEERING LTD,31-Dec-10,32,-9,23
496,GTI2011,BMG210A21029,584,OAKWELL ENGINEERING LIMITED,31-Dec-09,29,-6,23
599,GTI2010,BMG210A21029,584,OAKWELL ENGINEERING LIMITED,31-Dec-08,27,-5,22
529,GTI2009,BMG210A21029,584,OAKWELL ENGINEERING LIMITED,31-Dec-07,34,-8,26
612,GTI2013,BMG210A21029,585,ASIAN MICRO HOLDINGS LTD,30-Jun-12,38,-17,21
652,GTI2012,BMG2110F1023,585,ASIAN MICRO HLDGS LTD,30-Jun-11,30,-15,15
458,GTI2011,BMG2110F1023,585,ASIAN MICRO HOLDINGS LTD,30-Jun-10,36,-11,25
615,GTI2009,BMG2110F1023,585,ASIAN MICRO HOLDINGS LTD,30-Jun-08,39,-18,21
132,GTI2013,BMG2110F1023,586,TMC EDUCATION CORPORATION LTD,30-Jun-12,51,-5,46
105,GTI2012,BMG2110F1023,586,TMC EDUCATION CORP LTD,30-Jun-11,47,-3,44
281,GTI2011,BMG211151037,586,TMC EDUCATION CORPORATION LTD,30-Jun-10,48,-16,32
296,GTI2010,BMG211151037,586,TMC EDUCATION CORPORATION LTD,31-Dec-08,44,-10,34
591,GTI2009,BMG211151037,586,TMC EDUCATION CORPORATION LTD,31-Dec-07,38,-15,23
230,GTI2013,BMG211151037,587,LERENO BIO-CHEM LTD,31-Mar-12,36,3,39
43,GTI2012,BMG2111L1081,587,LERENO BIO-CHEM LTD,31-Mar-11,46,9,55
46,GTI2011,BMG2111L1081,587,LERENO BIO-CHEM LTD.,31-Mar-10,47,3,50
40,GTI2010,BMG2111L1081,587,LERENO BIO-CHEM LTD.,31-Mar-09,48,3,51
97,GTI2009,BMG2111L1081,587,LERENO BIO-CHEM LTD.,31-Mar-08,42,0,42
480,GTI2013,BMG2111L1081,588,HEALTH MANAGEMENT INTL LTD,30-Jun-12,39,-10,29
483,GTI2012,BMG2113G1078,588,HEALTH MANAGEMENT INTERNATIONAL LTD,30-Jun-11,38,-11,27
514,GTI2011,BMG2113G1078,588,HEALTH MANAGEMENT INTL LTD,30-Jun-10,32,-10,22
417,GTI2010,BMG2113G1078,588,HEALTH MANAGEMENT INTL LTD,30-Jun-09,35,-5,30
228,GTI2009,BMG2113G1078,588,HEALTH MANAGEMENT INTL LTD,30-Jun-08,42,-5,37
185,GTI2013,BMG2113G1078,591,INNOVALUES LIMITED,31-Dec-12,46,-5,41
131,GTI2012,BMG215451011,591,INNOVALUES LTD,31-Dec-10,45,-3,42
129,GTI2011,BMG215451011,591,INNOVALUES LIMITED,31-Dec-09,51,-11,40
267,GTI2010,BMG215451011,591,INNOVALUES LIMITED,31-Dec-08,49,-14,35
70,GTI2009,BMG215451011,591,INNOVALUES LIMITED,31-Dec-07,55,-11,44
326,GTI2013,BMG2154D1121,593,LEE METAL GROUP LTD,31-Dec-12,34,1,35
268,GTI2012,BMG2154D1121,593,LEE METAL GROUP LTD,31-Dec-10,37,-2,35
230,GTI2011,BMG2154D1121,593,LEE METAL GROUP LTD,31-Dec-09,33,1,34
323,GTI2010,BMG2154X1002,593,LEE METAL GROUP LTD,31-Dec-08,35,-2,33
228,GTI2009,BMG2154X1002,593,LEE METAL GROUP LTD,31-Dec-07,39,-2,37
326,GTI2013,BMG2154X1002,594,LOYZ ENERGY LIMITED,30-Jun-12,35,0,35
500,GTI2012,BMG2154X1002,594,LOYZ ENERGY LTD,30-Jun-11,26,0,26
377,GTI2011,BMG2154X1002,594,SIM SIANG CHOON LIMITED,30-Jun-10,29,-1,28
599,GTI2010,BMG2156K1062,594,SIM SIANG CHOON LIMITED,30-Jun-09,24,-2,22
607,GTI2009,BMG2156K1062,594,SIM SIANG CHOON LIMITED,30-Jun-08,29,-7,22
544,GTI2013,BMG2156K1062,595,GKE CORPORATION LIMITED,31-May-12,30,-4,26
196,GTI2012,BMG2156K1484,595,VAN DER HORST ENERGY LTD,31-May-11,35,3,38
496,GTI2011,BMG2156K1484,595,VAN DER HORST ENERGY LIMITED,31-May-10,27,-4,23
524,GTI2010,BMG2157D1011,595,VAN DER HORST ENERGY LIMITED,31-May-09,31,-5,26
650,GTI2009,BMG2157D1011,595,VAN DER HORST ENERGY LIMITED,31-May-08,32,-15,17
353,GTI2013,BMG2157D1011,596,THAI VILLAGE HOLDINGS LTD,30-Sep-12,39,-5,34
379,GTI2012,BMG2157D1011,596,THAI VILLAGE HLDGS LTD,30-Sep-11,37,-6,31
325,GTI2011,BMG2157D1011,596,THAI VILLAGE HOLDINGS LTD,30-Sep-10,38,-8,30
564,GTI2010,BMG2157D1011,596,THAI VILLAGE HOLDINGS LTD,30-Sep-08,32,-8,24
574,GTI2009,BMG2158U1100,596,THAI VILLAGE HOLDINGS LTD,30-Sep-07,35,-11,24
77,GTI2013,BMG2158U1100,600,HYFLUX LTD,31-Dec-12,52,1,53
82,GTI2012,BMG2158U1100,600,HYFLUX LTD,31-Dec-10,49,-2,47
